1.5143,-0.56067,0.2314,-1.1663,1.9085,0.80672,1.0319,-0.65771,1.2214,0.25101,0.36116,1.8427,1.0102
0.2456,-0.49801,-0.82567,-2.4838,0.018094,0.56705,0.73157,-0.81841,-0.54319,-0.2925,0.40491,1.1103,0.96253
0.19633,0.021172,1.1062,-0.26798,0.08811,0.80672,1.2121,-0.49701,2.13,0.26826,0.31741,0.78637,1.3912
1.6868,-0.34584,0.48655,-0.80697,0.9283,2.4844,1.4624,-0.97911,1.0293,1.1827,-0.42634,1.1807,2.328
0.29487,0.22705,1.8352,0.45067,1.2784,0.80672,0.66149,0.22616,0.40028,-0.31838,0.36116,0.44834,-0.037767
1.4774,-0.51591,0.3043,-1.2861,0.85828,1.5577,1.3623,-0.1756,0.66235,0.72981,0.40491,0.33566,2.2327
1.7114,-0.41745,0.3043,-1.4657,-0.26197,0.32737,0.49129,-0.49701,0.67982,0.082781,0.27366,1.3638,1.7247
1.3049,-0.16681,0.88751,-0.56742,1.4884,0.48716,0.48128,-0.41665,-0.5956,-0.0034896,0.44866,1.3638,1.7405
2.2534,-0.62333,-0.71632,-1.6454,-0.19195,0.80672,0.95182,-0.57736,0.67982,0.061213,0.53616,0.33566,0.94665
1.0586,-0.88292,-0.35181,-1.0465,-0.12194,1.0943,1.122,-1.1398,0.45269,0.93255,0.22991,1.3216,0.94665
1.3542,-0.15786,-0.24246,-0.44765,0.36817,1.0464,1.2922,-1.1398,1.3787,0.29846,1.2799,0.78637,2.4233
1.3788,-0.76655,-0.16956,-0.80697,-0.33199,-0.15197,0.40119,-0.81841,-0.036514,-0.025057,0.92991,0.2934,1.6929
0.92308,-0.54277,0.1585,-1.0465,-0.75208,0.48716,0.73157,-0.57736,0.3828,0.23375,0.84241,0.40608,1.8199
2.1549,-0.54277,0.085597,-2.424,-0.61205,1.2861,1.6626,0.54756,2.13,0.14748,1.2799,0.16664,1.2801
1.6991,-0.41745,0.049147,-2.2443,0.15813,1.6056,1.6126,-0.57736,2.392,1.0533,1.0612,0.54693,2.5408
0.77527,-0.47115,1.2156,-0.6872,0.85828,0.88661,0.88174,-0.49701,-0.2287,0.96706,1.4112,0.37791,1.7882
1.6006,-0.37269,1.2885,0.15123,1.4184,0.80672,1.112,-0.25595,0.66235,0.49257,0.49241,0.053965,1.6929
1.0216,-0.68599,0.92396,0.15123,1.0683,1.0464,1.3723,0.30651,0.22556,0.66511,0.75491,-0.058713,1.2166
1.4651,-0.66808,0.41365,-0.89681,0.57822,1.6056,1.9029,-0.3363,0.47016,1.5709,1.1924,0.2934,2.9631
0.78758,0.68357,0.70526,-1.2861,1.1383,0.64694,1.0019,-1.5416,0.12073,0.018078,0.011159,1.054,0.31154
1.3049,-0.63228,-0.31536,-1.0465,1.8385,1.1263,1.142,-0.97911,0.88948,0.25532,0.57991,1.5469,0.10513
-0.086987,1.3102,1.0333,-0.26798,0.15813,0.18357,0.38117,-0.89876,0.67982,-0.24073,0.31741,1.2793,0.073376
0.87381,-0.4264,-0.023754,-0.86686,0.08811,0.50314,0.8517,-0.73806,0.17315,-0.54268,0.66741,1.9554,0.91489
-0.18553,-0.65913,0.55946,-0.50753,-0.33199,0.29542,0.34112,-0.81841,-0.2287,-0.48661,0.57991,1.4343,0.85138
0.61513,-0.47115,0.88751,0.15123,-0.26197,0.37531,0.58139,-0.65771,0.12073,-0.66346,0.71116,1.7019,0.31154
0.060828,-0.25632,3.111,1.6484,1.6985,0.53509,0.65147,0.86897,0.57499,-0.63758,0.75491,0.82862,0.26391
0.47964,-0.50696,0.92396,-1.0166,-0.47202,0.88661,0.91177,-0.1756,-0.24617,-0.11133,-0.16384,0.85679,1.423
0.36878,-0.55172,-0.82567,-0.74709,-0.402,0.16759,0.16091,-0.73806,-0.42089,-0.47798,0.27366,0.22298,1.7088
1.0709,-0.39059,1.5801,-0.02843,0.5082,1.0464,0.94181,0.065455,0.29545,-0.24073,1.2799,1.1103,0.53383
1.2557,-0.58752,-0.57051,-1.0465,-0.26197,0.56705,0.30107,-0.81841,0.67982,-0.15446,0.36116,1.3779,0.91489
0.89845,-0.74865,1.2156,0.89983,0.08811,1.1263,1.2221,-0.57736,1.3787,0.27689,1.0174,0.13847,1.7088
0.71368,-0.60543,-0.023754,-0.11826,0.43819,0.90259,1.1621,-1.1398,0.62741,0.79451,0.57991,0.37791,2.4392
0.83686,-0.45325,-0.023754,-0.6872,0.29816,0.19955,0.66149,0.46721,0.66235,-0.52543,1.1924,0.36383,0.77199
0.9354,-0.72179,1.2156,0.001514,2.2586,1.0464,0.71154,1.11,-0.42089,0.14748,1.2799,0.54693,1.55
0.62745,-0.48011,1.0333,-0.14821,0.71825,0.087701,0.5013,-0.57736,-0.088928,-0.37014,0.62366,0.36383,1.1054
0.5905,-0.47115,0.1585,0.30095,0.018094,0.64694,0.95182,-0.81841,0.47016,0.018078,0.36116,1.2089,0.54971
0.34414,-0.62333,1.7259,-1.1962,0.71825,0.48716,0.65147,-0.1756,-0.40342,-0.1976,0.57991,0.23707,0.42269
0.060828,-0.61438,0.66881,-0.44765,-0.12194,0.24748,0.40119,-0.57736,-0.26364,-0.34857,0.71116,-0.14322,1.1372
0.085464,-0.74865,-0.97147,-1.1962,-0.12194,0.16759,0.61143,-0.65771,-0.38594,-0.58582,0.97366,0.1103,0.86726
1.502,1.4802,0.523,-1.885,1.9785,1.1263,1.0119,-1.3005,0.85454,0.018078,-0.29509,1.2934,0.041621
